pdbid,2019_general,2019_refined,2019_core,2018_general,2018_refined,2018_core,2017_general,2017_refined,2017_core,2016_general,2016_refined,2016_core,2015_general,2015_refined,2015_core,2014_general,2014_refined,2014_core,2013_general,2013_refined,2013_core,2012_general,2012_refined,2012_core,2007_general,2007_refined,2007_core,act,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
1jgl,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.7,91.475,1235.4,3.0855,104.18,3.6479,0,3156,740,774,4,0,0,0,0,297,68,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1jlr,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.33,89.459,1401.6,8.0253,0,7.0976,8,1523,370,363,29,802,197,189,17,1462,402,413,35,0,0,0,0,282,82,86,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1jmf,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.77,91.134,1224.1,9.3237,0.66026,8.4256,4,1629,455,457,9,378,98,97,2,1274,381,399,8,0,0,0,0,141,48,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1jmg,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.07,97.349,1213.3,11.446,0.37253,7.7124,4,1559,460,470,9,362,100,98,2,1212,375,396,8,0,0,0,0,137,45,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1jmi,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,6.06,87.132,1239.5,4.9412,0.76979,6.2374,4,1584,455,531,9,384,105,116,2,1242,378,441,8,0,0,0,0,141,46,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1jn2,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,4.09,32.009,726.79,2.3756,7.4736,0.97127,6,1186,351,543,0,129,33,57,0,361,112,164,0,0,0,0,0,0,0,0,0,123,39,52,0,0,0,0,0,0,0,0,0,0,0,0,0
1jn4,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.95,156.74,2054.7,9.613,4.113,8.8437,10,2156,625,922,55,825,229,350,21,1561,487,676,31,0,0,0,0,241,81,105,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1joc,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,4.62,70.159,756.66,7.0622,0,7.3781,4,603,222,239,1,0,0,0,0,1071,403,415,5,0,0,0,0,172,65,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1jq8,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,6,171.23,2104.8,21.956,60.794,3.2362,17,3827,857,1318,74,641,144,226,10,1079,239,371,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1jq9,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,8.45,150.22,2217.3,22.011,41.898,6.1872,20,3891,880,1376,73,797,187,283,14,1060,258,368,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1jqd,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,5.16,102.12,1618.6,7.2799,2.1058,5.9255,6,2159,471,884,41,885,204,379,16,735,161,302,10,0,0,0,0,0,0,0,0,150,29,60,3,0,0,0,0,0,0,0,0,0,0,0,0
1jqe,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,6.44,140,1541.2,4.3052,82.53,0,8,3569,736,1297,56,484,98,172,9,148,33,58,2,0,0,0,0,0,0,0,0,0,0,0,0,84,21,41,2,0,0,0,0,0,0,0,0
1jqy,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.92,116.54,1435.5,8.2625,5.8396,4.5359,10,2183,650,947,20,275,83,120,1,1084,331,462,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1jsv,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,5.7,81.876,1153.9,5.9096,21.029,2.4401,3,1592,387,669,0,782,191,299,0,247,56,117,1,0,0,0,0,0,0,0,0,130,31,59,0,0,0,0,0,0,0,0,0,0,0,0,0
1jt1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,3.4,53.742,666.26,17.189,6.0387,1.0538,3,1139,310,418,14,125,36,46,2,325,88,125,4,0,0,0,0,0,0,0,0,132,38,46,2,0,0,0,0,0,0,0,0,0,0,0,0
1jvu,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,5.15,80.864,1080.4,6.0766,3.2936,6.2373,4,1193,344,346,15,426,115,122,6,1001,306,297,10,0,0,0,0,129,43,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1jwt,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,7.85,87.822,1716.9,6.5148,39.458,5.5785,7,3195,780,914,59,930,226,274,20,682,165,195,13,0,0,0,0,0,0,0,0,110,26,32,2,0,0,0,0,0,0,0,0,0,0,0,0
1jyq,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,8.7,185.93,2053.5,17.789,61.704,18.059,19,2918,882,1186,0,472,141,187,0,1362,391,544,0,0,0,0,0,193,55,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1jys,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,3.52,53.43,597.6,2.6404,0,1.6912,0,735,189,268,5,717,184,261,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1jzs,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.6,81.116,1670.9,2.1719,24.707,3.9294,16,3722,1065,962,29,0,0,0,0,1285,378,332,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1k1i,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.58,108.3,1565.1,5.2086,10.139,3.2277,6,2789,748,1457,78,531,146,254,12,516,141,275,17,0,0,0,0,0,0,0,0,91,28,50,2,0,0,0,0,0,0,0,0,0,0,0,0
1k1j,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.55,118.88,1566.4,4.9203,29.407,2.2908,8,3044,834,1252,65,537,147,223,11,467,133,195,9,0,0,0,0,0,0,0,0,93,27,38,2,0,0,0,0,0,0,0,0,0,0,0,0
1k1l,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.9,116.84,1516.4,7.5143,28.231,2.7746,6,2794,749,1230,80,635,173,269,16,300,83,139,9,0,0,0,0,0,0,0,0,93,27,43,2,0,0,0,0,0,0,0,0,0,0,0,0
1k1m,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.4,117.27,1563.7,6.3238,23.873,2.3578,7,2875,774,1266,61,622,174,268,14,382,105,178,9,0,0,0,0,0,0,0,0,89,27,41,2,0,0,0,0,0,0,0,0,0,0,0,0
1k1n,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.82,98.832,1676.3,5.8856,14.908,2.2613,10,3143,849,1448,83,638,177,280,16,642,176,311,20,0,0,0,0,0,0,0,0,79,24,35,2,0,0,0,0,0,0,0,0,0,0,0,0
1k1o,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,6.17,123.57,1468.4,8.3929,30.59,7.0487,11,2373,652,1190,69,781,213,369,25,407,118,223,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1k1y,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.22,155.64,2302.6,9.8997,7.3865,9.1993,9,3993,996,1462,23,194,52,73,1,2639,648,955,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1k21,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.38,111.55,1628.4,5.6404,50.668,6.987,11,3034,757,1158,63,906,228,365,23,520,137,211,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1k22,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.4,128.73,1734.8,5.1185,48.205,3.345,8,3317,840,1263,77,772,196,308,20,533,137,211,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1k27,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,9,113.88,1430.3,2.5432,1.9566,3.5457,3,2382,677,789,52,974,268,319,21,398,108,121,8,0,0,0,0,0,0,0,0,183,55,64,4,0,0,0,0,0,0,0,0,0,0,0,0
1k4g,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,5.85,70.592,1169.3,3.5413,18.001,3.9799,3,1773,471,638,58,864,222,316,27,143,38,58,4,0,0,0,0,0,0,0,0,143,38,53,5,0,0,0,0,0,0,0,0,0,0,0,0
1k4h,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.11,81.794,1124.2,3.6469,22.107,3.0262,4,1908,501,742,58,630,163,250,16,145,38,63,4,0,0,0,0,0,0,0,0,162,44,63,5,0,0,0,0,0,0,0,0,0,0,0,0
1k6c,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,7.48,137.3,2453.1,5.8309,69.582,4.041,13,5413,1527,2037,3,749,215,294,0,682,199,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1k6p,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,7.36,154.02,2521.7,7.4193,70.365,5.0487,13,5529,1560,2078,3,655,183,249,0,854,242,325,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1k6t,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,7.62,141.41,2490.6,6.5836,72.749,4.6211,13,5519,1547,2080,3,746,213,283,0,676,196,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1k6v,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,6.92,161.16,2680.7,8.0365,72.125,4.554,13,5716,1614,2390,3,659,187,280,0,855,243,369,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1k9s,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,6.52,115.81,1364.5,5.5678,0,5.8097,2,2030,592,732,55,903,258,310,25,705,222,272,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1kav,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.82,107.49,1203.9,7.4177,82.575,7.8769,7,1627,524,611,27,0,0,0,0,570,169,191,7,363,109,125,4,195,59,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1kc7,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.52,59.528,553.12,9.3112,0,9.1314,2,450,141,139,11,0,0,0,0,832,274,259,24,0,0,0,0,138,49,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1kdk,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,9.05,75.646,1420.5,2.7349,53.465,3.1157,0,3983,845,1041,46,0,0,0,0,349,77,94,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1kel,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,7.28,108.44,1221.6,4.9582,56.249,3.1629,8,1955,580,518,7,335,94,85,1,899,262,229,2,0,0,0,0,125,39,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1kf0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,2.55,90.098,1364,3.9523,0,4.4549,8,1462,332,485,30,761,164,232,16,1074,267,385,19,0,0,0,0,233,56,82,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1kjr,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.06,125.84,1444.1,5.7759,4.2856,7.418,10,1939,702,1005,5,172,64,90,1,1003,379,518,4,386,126,211,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1kll,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,5.2,143.63,1270.1,8.7887,15.675,3.5084,3,2137,530,825,0,621,153,228,0,784,196,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1km3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,4.91,87.16,1203.7,9.6051,0,8.8338,4,1245,361,423,12,462,139,159,3,1271,357,445,12,0,0,0,0,135,36,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1kmy,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.1,78.352,934.98,6.838,32.579,4.7763,1,2030,634,578,48,0,0,0,0,344,106,103,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1koj,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.7,97.222,1179.4,9.7584,0,8.0778,7,853,258,423,0,164,46,79,0,1485,435,714,0,0,0,0,0,170,48,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1kpm,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.8,112.26,1633.1,8.8346,77.664,0.89479,10,3616,860,1262,64,0,0,0,0,317,74,110,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ksn,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,9.4,180.84,1736.3,7.1519,68.535,1.575,8,3119,889,1216,59,566,151,203,10,428,122,168,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1kug,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,3.8,164.44,1824.6,7.4749,38.644,6.7006,9,2488,735,1523,41,512,162,369,5,645,199,445,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1kui,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,3.77,165.63,1800.4,7.8352,37.878,5.5583,10,2601,758,1491,42,509,158,328,5,653,192,386,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1kuk,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,3.91,164.51,1773.9,7.2197,41.491,6.6394,11,2630,775,1553,41,495,158,335,5,563,166,342,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1kv1,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,5.94,71.038,1238,1.5564,44.74,2.516,5,2670,657,692,18,710,172,186,4,176,44,48,2,0,0,0,0,0,0,0,0,0,0,0,0,155,36,42,2,0,0,0,0,0,0,0,0
1kv5,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,4.22,63.453,675.45,7.7021,0,4.6789,2,342,95,147,2,0,0,0,0,948,264,420,5,0,0,0,0,160,42,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1kyv,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.92,148.13,1552.9,6.3165,12.878,7.1825,5,2947,788,797,10,694,184,193,1,1015,262,273,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1kzk,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,10.39,166.38,2473.6,5.2749,80.479,5.2383,11,5303,1470,2094,4,537,159,220,0,871,250,356,0,0,0,0,0,0,0,0,0,159,43,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1kzn,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.92,137.42,1986.2,5.4899,48.842,2.7519,11,3605,1075,1739,35,233,68,105,3,1188,354,547,13,0,0,0,0,0,0,0,0,0,0,0,0,116,40,68,2,0,0,0,0,0,0,0,0
1l2s,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,4.59,71.947,1075.2,4.519,13.389,5.7058,3,1421,454,663,0,154,44,70,0,559,166,258,0,0,0,0,0,0,0,0,0,268,84,121,0,95,31,49,0,0,0,0,0,0,0,0,0
1l6m,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.1,36.242,433.79,3.8058,10.371,1.8217,0,1020,193,189,0,0,0,0,0,510,99,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1l83,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,3.4,30.674,467.06,0.43039,49.959,0,0,1122,250,271,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1l8g,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,6.22,130.24,1500.5,7.6403,25.363,5.1154,5,2141,758,812,31,302,104,103,5,1227,423,428,17,0,0,0,0,0,0,0,0,279,94,105,4,0,0,0,0,0,0,0,0,0,0,0,0
1laf,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.85,107.07,906.65,4.9489,11.873,9.1878,4,1171,288,519,0,713,184,335,0,372,83,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lag,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.3,91.756,851.83,4.9967,1.6691,7.1823,2,1121,266,481,0,536,128,237,0,367,83,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lah,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.52,80.113,687.67,4.5448,12.033,7.8003,3,965,230,413,0,355,86,164,0,371,85,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lan,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,7.22,43.296,598.04,6.1232,1.9025,4.9675,2,813,229,363,20,143,40,63,3,266,78,118,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lbf,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.85,117.14,1519.4,11.225,33.206,7.4133,8,2252,527,786,3,199,48,73,0,1584,398,576,6,0,0,0,0,168,44,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lbk,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,3.18,111.43,1080.6,8.1355,1.9411,7.7882,8,1390,338,650,25,411,103,196,7,754,183,364,12,0,0,0,0,0,0,0,0,117,29,56,3,0,0,0,0,0,0,0,0,0,0,0,0
1lcp,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,6.64,46.275,664.34,6.2691,1.2075,4.3688,3,719,195,330,23,157,43,68,4,430,123,192,10,0,0,0,0,155,44,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lee,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.74,125.58,1958.6,4.9886,86.154,4.4475,13,4743,1048,1918,42,438,101,179,4,607,127,252,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lf2,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.52,120.94,1937.7,5.5297,79.343,5.4379,13,4561,996,1832,37,427,99,173,4,590,125,239,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lf9,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,12,143.18,2066.1,9.4504,15.487,11.597,9,3805,980,1377,0,216,58,72,0,2372,606,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lgt,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.1,86.69,1039.1,5.3221,35.946,3.1806,1,2077,626,703,45,0,0,0,0,358,105,122,6,0,0,0,0,0,0,0,0,0,0,0,0,186,47,58,4,0,0,0,0,0,0,0,0
1lgw,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4,37.116,622.48,1.269,40.362,1,0,1173,280,281,6,190,45,45,1,0,0,0,0,190,47,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lhu,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,8.83,63.038,1372.1,3.469,62.061,3.7842,0,3754,793,976,52,0,0,0,0,351,72,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1li2,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.04,38.537,545.25,0.90492,43.287,0.92882,0,1157,262,281,6,0,0,0,0,188,43,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1li3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,4.25,35.007,609.8,0.90271,35.667,0.98685,0,1178,288,280,6,0,0,0,0,184,44,43,1,0,0,0,0,0,0,0,0,0,0,0,0,178,46,43,1,0,0,0,0,0,0,0,0
1li6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,3.8,28.398,472.73,1.2751,22.705,0.54361,0,876,205,224,5,170,41,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lke,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.52,92.298,1772.6,2.7812,64.479,1,1,4024,1025,1294,4,0,0,0,0,889,218,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lkk,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.85,171.1,1835.6,10.647,34.641,9.7348,18,2457,723,1335,21,345,110,194,4,1167,344,684,8,0,0,0,0,108,35,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lkl,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.81,151.16,1608.9,11.419,25.389,9.6267,16,2055,630,966,16,353,111,166,4,1206,360,578,8,0,0,0,0,110,36,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lnm,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.7,91.294,1682.9,1.6838,73.544,0.96907,1,4024,1030,1246,5,0,0,0,0,691,176,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lol,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6.39,90.898,1265.4,7.039,0,6.9543,4,1428,351,570,13,521,128,225,4,1186,294,467,9,0,0,0,0,119,28,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1loq,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3.7,91.837,1254.4,8.7398,5.3754,8.4106,4,1464,425,498,13,322,100,114,2,1340,372,468,11,0,0,0,0,141,37,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lor,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,11.06,108.17,1611.5,11.322,5.5288,10.887,4,1831,509,640,13,406,116,144,2,1839,500,654,12,0,0,0,0,162,43,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lox,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,5.52,107.54,1256,4.0188,104.23,0,5,3241,853,730,25,0,0,0,0,366,91,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
