pdbid,2019_general,2019_refined,2019_core,2018_general,2018_refined,2018_core,2017_general,2017_refined,2017_core,2016_general,2016_refined,2016_core,2015_general,2015_refined,2015_core,2014_general,2014_refined,2014_core,2013_general,2013_refined,2013_core,2012_general,2012_refined,2012_core,2007_general,2007_refined,2007_core,act,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
2fgv,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.12,5760,1662,2376,1,975,281,399,1,858,239,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fkf,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,2.92,780,298,413,2,0,0,0,0,1396,525,758,2,0,0,0,0,225,88,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2flb,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,5.74,2284,640,968,61,807,239,358,20,148,42,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fle,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,7.85,6495,1817,2318,2,1165,336,426,0,1008,283,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2flr,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.1,2776,811,1222,76,512,136,216,12,249,66,97,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fmb,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,8.7,5846,1693,2599,0,837,244,366,0,1030,286,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fpz,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.96,960,281,434,14,429,125,185,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fqo,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.43,1654,485,541,31,381,119,130,8,1141,343,380,21,0,0,0,0,0,0,0,0,202,59,69,4,0,0,0,0,0,0,0,0,0,0,0,0
2fqt,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.14,1651,486,542,31,385,118,133,8,1133,342,389,22,0,0,0,0,0,0,0,0,198,61,69,4,0,0,0,0,0,0,0,0,0,0,0,0
2fqw,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.68,1896,465,682,39,722,176,265,13,914,226,330,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fqx,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.15,1906,476,709,40,888,216,339,17,919,229,343,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fqy,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.57,1970,495,690,39,891,216,337,16,811,206,267,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fr3,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,8.7,2888,779,1110,29,0,0,0,0,348,91,117,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fsv,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,4.6,2705,790,1014,14,1006,279,349,6,1755,516,698,4,0,0,0,0,250,77,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fu8,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,4.7,1188,310,533,8,142,35,63,1,398,97,169,2,0,0,0,0,0,0,0,0,145,38,58,1,0,0,0,0,0,0,0,0,0,0,0,0
2fvd,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,8.52,3047,766,1119,0,839,207,310,0,613,152,214,1,340,78,118,0,0,0,0,0,127,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0
2fw6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,2.92,1017,307,386,27,0,0,0,0,1129,338,443,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fwp,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,2.92,1040,316,404,27,0,0,0,0,1154,343,458,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fx6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.7,916,244,368,14,423,114,162,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fxs,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.06,2493,639,1183,18,129,35,72,1,1039,266,502,8,0,0,0,0,0,0,0,0,0,0,0,0,166,41,70,1,0,0,0,0,0,0,0,0
2fxu,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.15,4695,1063,1673,31,314,71,103,2,998,226,340,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fxv,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.35,1706,439,541,0,826,208,264,0,1265,324,405,0,0,0,0,0,160,41,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fzc,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,2.7,897,321,356,0,310,106,124,0,1122,422,439,0,0,0,0,0,282,107,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fzg,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.38,1771,609,668,0,348,120,136,0,1311,433,471,2,0,0,0,0,339,114,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fzk,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.6,1927,686,687,0,380,130,125,0,1729,583,558,3,0,0,0,0,363,120,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fzz,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,10.52,3773,1017,1146,75,827,226,253,19,377,101,119,9,274,95,84,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2g00,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,9.74,3723,1012,1115,76,671,196,206,14,347,93,103,8,282,98,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2g5u,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,8.49,2075,484,749,18,0,0,0,0,316,73,104,2,0,0,0,0,0,0,0,0,0,0,0,0,616,141,220,5,0,0,0,0,0,0,0,0
2g70,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,7.77,2112,471,567,15,416,92,114,3,586,128,158,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2g71,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,7.46,2770,589,771,18,426,89,118,3,427,86,116,2,743,142,180,6,0,0,0,0,223,48,62,1,0,0,0,0,0,0,0,0,0,0,0,0
2g72,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.5,2994,650,821,19,417,92,113,3,424,88,117,2,184,39,51,2,0,0,0,0,420,91,109,2,0,0,0,0,0,0,0,0,0,0,0,0
2g79,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,6.92,2733,709,1004,27,0,0,0,0,161,41,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2g8r,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,3.99,1338,421,709,29,225,80,136,6,576,184,323,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2g94,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,9.52,4682,1208,1969,12,966,247,401,3,1162,320,530,2,0,0,0,0,0,0,0,0,114,35,58,0,0,0,0,0,0,0,0,0,0,0,0,0
2g9q,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,False,False,False,6.4,831,257,330,5,162,49,67,1,488,151,188,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2gek,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,7.52,1542,390,478,10,669,173,218,5,1640,402,499,8,0,0,0,0,299,70,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2gfd,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,6.28,2856,682,1063,27,152,34,59,2,1228,296,452,11,0,0,0,0,0,0,0,0,0,0,0,0,172,42,64,2,0,0,0,0,0,0,0,0
2gh7,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,13,1872,479,606,0,402,96,121,0,488,119,159,0,0,0,0,0,0,0,0,0,211,52,68,0,0,0,0,0,0,0,0,0,0,0,0,0
2gh9,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6,3217,781,1280,25,0,0,0,0,2751,645,1104,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2gj5,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,8.32,3598,881,939,36,0,0,0,0,78,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2gkl,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,5.35,1135,320,450,7,174,51,69,1,590,157,231,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2gl0,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.82,1540,360,467,0,735,166,217,0,616,144,185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2glp,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,5.01,2288,544,670,4,558,128,152,1,494,120,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,65,91,1,0,0,0,0
2gss,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4.94,1685,423,603,11,0,0,0,0,506,131,192,6,0,0,0,0,0,0,0,0,0,0,0,0,280,73,96,2,0,0,0,0,0,0,0,0
2gst,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.07,3730,930,1499,81,417,105,192,9,956,238,393,21,0,0,0,0,0,0,0,0,168,41,68,3,0,0,0,0,0,0,0,0,0,0,0,0
2gsu,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.59,1641,482,570,4,841,230,277,0,1055,328,394,7,0,0,0,0,160,51,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2gv6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.34,3007,780,1305,70,787,202,330,14,325,88,137,7,0,0,0,0,0,0,0,0,103,29,44,2,0,0,0,0,0,0,0,0,0,0,0,0
2gv7,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.85,4157,1061,1699,102,1077,273,421,24,470,123,190,10,0,0,0,0,0,0,0,0,108,29,42,2,0,0,0,0,0,0,0,0,0,0,0,0
2gvj,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,9.52,4306,1169,1562,0,526,152,204,0,359,100,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2gvv,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.9,1604,453,594,21,173,51,65,2,540,159,192,7,0,0,0,0,182,56,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2gyi,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7,783,211,306,7,181,51,76,2,932,251,368,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2gz2,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,5.22,1170,343,464,5,568,157,220,0,1014,311,425,9,0,0,0,0,197,58,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2gzl,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.82,3545,973,1215,15,753,189,259,6,2015,539,720,8,0,0,0,0,326,88,115,0,164,44,63,0,0,0,0,0,0,0,0,0,0,0,0,0
2h15,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,5.67,2262,563,586,6,430,119,112,0,1365,349,350,2,0,0,0,0,0,0,0,0,220,60,56,0,0,0,0,0,0,0,0,0,0,0,0,0
2h21,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,6.54,2560,608,905,1,910,220,335,0,814,197,295,1,0,0,0,0,0,0,0,0,196,44,62,0,0,0,0,0,0,0,0,0,0,0,0,0
2h3e,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,5.7,1182,403,459,0,382,137,151,0,1329,448,495,0,0,0,0,0,190,65,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2h4g,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.52,1524,514,524,24,0,0,0,0,783,251,254,10,0,0,0,0,0,0,0,0,110,39,46,2,0,0,0,0,144,42,50,2,0,0,0,0
2h4k,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.49,1579,532,551,22,0,0,0,0,711,229,232,6,0,0,0,0,0,0,0,0,113,40,45,2,0,0,0,0,145,43,51,2,0,0,0,0
2h4n,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.7,674,180,167,4,744,200,181,4,568,144,138,3,0,0,0,0,0,0,0,0,408,109,96,2,0,0,0,0,0,0,0,0,0,0,0,0
2h5a,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.1,839,283,362,8,0,0,0,0,1296,423,541,8,0,0,0,0,164,54,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2h6b,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.39,1612,357,485,7,0,0,0,0,547,124,161,2,0,0,0,0,0,0,0,0,0,0,0,0,202,40,56,1,0,0,0,0,0,0,0,0
2h6q,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,5.11,3852,760,1602,42,1558,311,625,19,1151,217,461,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2h6t,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,7.22,4291,1052,2481,0,708,170,403,0,1073,263,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ha2,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,4.66,2447,486,798,7,341,66,111,1,733,150,246,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ha3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,3.03,988,190,296,5,212,40,62,1,184,39,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ha5,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,4.34,1407,256,426,6,211,40,63,1,192,37,60,1,0,0,0,0,0,0,0,0,202,36,61,1,0,0,0,0,0,0,0,0,0,0,0,0
2ha6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,4.32,2481,494,794,7,348,66,115,1,736,155,243,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hah,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,8,3292,925,1310,26,463,128,189,3,721,201,293,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2haw,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,4.92,0,0,0,0,187,57,91,1,998,324,509,6,0,0,0,0,357,115,173,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hb1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,3.8,1016,332,358,10,0,0,0,0,735,242,240,6,0,0,0,0,0,0,0,0,119,44,49,2,0,0,0,0,131,40,49,2,0,0,0,0
2hb3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,11.35,4717,1307,1875,8,372,109,154,0,1184,323,492,0,0,0,0,0,0,0,0,0,182,50,78,0,0,0,0,0,0,0,0,0,0,0,0,0
2hdq,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,1.4,650,205,247,5,0,0,0,0,272,88,106,2,0,0,0,0,0,0,0,0,126,40,50,1,0,0,0,0,0,0,0,0,0,0,0,0
2hdr,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,1.72,797,195,268,0,111,27,38,0,297,70,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hf8,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.47,1627,466,658,0,769,224,296,0,2232,615,936,0,0,0,0,0,561,156,234,0,180,53,76,0,0,0,0,0,0,0,0,0,0,0,0,0
2hh5,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,7.49,3071,903,1073,61,520,151,170,14,720,217,254,15,322,88,94,3,0,0,0,0,154,44,60,2,0,0,0,0,0,0,0,0,0,0,0,0
2hhn,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,7.49,3298,905,1301,72,550,163,215,13,756,222,317,17,343,82,121,9,0,0,0,0,152,43,66,2,0,0,0,0,0,0,0,0,0,0,0,0
2hjb,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,4.39,1416,377,522,20,163,39,57,4,165,46,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hkf,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.38,4087,1274,1770,16,961,307,436,6,1622,522,727,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hl4,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.64,2026,567,699,11,374,104,120,1,1060,276,364,5,0,0,0,0,0,0,0,0,221,59,61,1,0,0,0,0,0,0,0,0,0,0,0,0
2hmu,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,7.7,1352,375,525,0,664,183,260,0,1430,414,563,1,0,0,0,0,313,93,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hmv,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,7.7,1367,375,531,0,676,184,261,0,1118,319,439,0,0,0,0,0,212,63,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hnc,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.22,390,105,116,2,752,205,222,3,412,109,119,2,0,0,0,0,0,0,0,0,413,111,117,2,0,0,0,0,0,0,0,0,0,0,0,0
2hnx,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.08,2758,749,1036,47,0,0,0,0,357,100,123,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hoc,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,9.52,1214,319,309,8,901,241,228,4,739,196,190,4,131,33,34,1,0,0,0,0,594,167,149,3,92,20,21,1,0,0,0,0,0,0,0,0
2hqu,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,5.14,1474,403,534,0,480,127,177,0,1702,488,685,0,0,0,0,0,374,114,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hr6,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,4.82,1394,372,641,31,344,90,136,8,1456,430,742,22,0,0,0,0,253,80,141,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hrm,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,3.56,1404,382,595,24,316,86,116,6,1097,318,516,12,0,0,0,0,199,62,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hs1,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.48,4520,1258,1820,1,513,150,217,0,1225,335,486,0,0,0,0,0,0,0,0,0,185,50,80,0,0,0,0,0,0,0,0,0,0,0,0,0
2hs2,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,8.31,4464,1258,1639,0,515,149,197,0,1205,333,440,0,0,0,0,0,0,0,0,0,182,51,72,0,0,0,0,0,0,0,0,0,0,0,0,0
2hu6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.81,2975,693,1294,16,334,79,174,1,508,125,277,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hw2,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,2.97,5757,1457,2752,53,451,105,205,4,1655,422,773,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hxm,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.22,2077,579,892,7,671,179,263,3,807,222,353,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hzl,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,6.57,575,129,173,0,0,0,0,0,560,126,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hzy,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,7.39,1401,361,502,10,0,0,0,0,1351,350,481,13,0,0,0,0,210,59,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2i0a,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,11.4,4910,1356,2007,7,521,150,213,0,1208,331,512,1,0,0,0,0,0,0,0,0,180,49,75,0,0,0,0,0,0,0,0,0,0,0,0,0
2i0d,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,12.1,4916,1355,1986,3,520,147,209,0,1241,339,511,0,0,0,0,0,0,0,0,0,180,48,77,0,0,0,0,0,0,0,0,0,0,0,0,0
2i0g,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,9.72,3569,783,743,127,0,0,0,0,551,119,113,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2i19,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,7.8,1152,318,464,11,335,91,134,3,901,243,401,13,0,0,0,0,316,84,137,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2i2b,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,2.44,1328,369,532,19,698,195,288,13,436,126,171,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2i2c,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,4.7,3239,838,1389,25,1669,395,693,18,937,252,403,5,0,0,0,0,0,0,0,0,259,69,124,0,0,0,0,0,0,0,0,0,0,0,0,0
