pdbid,2016_general,2016_refined,2016_core,2015_general,2015_refined,2015_core,2014_general,2014_refined,2014_core,2013_general,2013_refined,2013_core,2012_general,2012_refined,2012_core,2007_general,2007_refined,2007_core,act,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
1ulg,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,4.21,49.563,728.74,3.7231,0,4.2917,29.836,238.54,3.9083,0,2,6,1004,388,395,0,46,17,21,0,816,309,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1uml,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,7.52,129.27,1828,3.5187,57.251,3.7875,43.282,371.57,2.9252,13.567,1.4054,10,3949,969,1175,79,864,223,240,22,487,133,152,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1umw,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,6.55,147.52,1873.5,13.167,16.23,7.9583,104.77,880.53,6.7186,0.43604,2.6252,25,3087,831,1230,16,831,221,316,6,1494,407,597,7,0,0,0,0,122,34,52,1,86,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1uou,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.7,78.187,1151.4,4.5257,8.3714,4.0068,13.385,66.179,0.10834,0,0,2,1538,445,592,0,685,199,262,0,330,95,118,0,0,0,0,0,0,0,0,0,0,0,0,0,174,49,65,0,0,0,0,0,0,0,0,0
1upf,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.6,32.501,529.99,1.3116,3.815,0.65825,1.8008,3.8917,0,0,0,0,551,157,163,8,279,84,82,4,261,74,76,5,128,34,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ur9,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.77,155.03,2222.4,8.399,42.826,7.8882,69.487,440.31,7.2797,0,3.0236,12,3792,895,1386,34,735,174,256,7,2032,465,744,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1urg,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,5.82,93.176,1258.7,5.3843,0,5.9426,33.477,181.6,0.94096,0,1.6136,4,1894,470,683,43,0,0,0,0,1659,399,598,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1usi,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,6.74,99.092,897.37,6.5796,54.523,6.8188,5.1155,30.151,0.29557,1.9821,0,2,1718,428,530,26,198,51,59,3,347,92,112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1usk,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,6.4,70.631,657.36,4.3021,26.079,5.8635,2.8355,8.9625,0,0,0,2,1093,284,339,17,184,47,56,3,331,90,104,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1usn,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.74,96.962,1136.3,3.5968,22.105,3.4066,31.193,264.45,1.7288,1.7058,0.38566,7,1579,400,500,3,690,176,221,4,256,66,86,1,526,128,168,0,0,0,0,0,269,69,79,2,0,0,0,0,0,0,0,0,0,0,0,0
1utc,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,4.55,104.09,1587.8,3.9839,52.102,3.386,221.17,1642.7,13.34,44.446,9.0784,23,3916,1017,1427,11,724,179,274,3,808,204,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1utj,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.84,49.261,558.18,1.7535,4.1681,2.687,1.11,2.7988,0,0,0,1,844,231,357,14,118,33,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1utl,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,2.47,49.302,623.75,2.2453,8.4041,1.3726,2.3811,16.549,0.17334,4.3855,0,3,1113,295,452,36,129,33,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1utm,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.01,29.964,554.38,1.7125,3.6547,1.5,1.8046,9.5239,0,1.9867,0,2,916,235,348,24,123,31,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1utn,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.49,52.328,588.96,2.3459,4.5127,3.0976,0.78002,2.7907,0,0,0,1,944,246,412,14,133,36,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1uto,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2.27,55.455,624.91,1.5408,6.2835,1.3651,1.9655,9.0726,0,2,0,2,1092,289,461,32,143,39,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1utp,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,1.44,53.909,667.82,3.5106,8.4539,1.6818,3.0694,25.831,0,8.1091,0,4,1210,325,521,40,133,36,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1uv6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.12,47.232,681.06,1.98,0,0.071402,1.7799,21.226,0,0,0,4,1042,257,316,18,351,86,105,6,364,88,109,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1uvt,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.64,120.71,1465.4,3.5122,69.9,1,19.31,197.36,0.26016,9.842,0,8,3004,744,960,69,444,111,149,10,409,104,128,10,0,0,0,0,0,0,0,0,128,34,38,2,0,0,0,0,0,0,0,0,0,0,0,0
1uw6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.34,59.8,841.07,2.3293,24.056,1,4.8736,23.082,0,1.7571,0,1,1862,458,611,30,368,88,118,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1uwf,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.82,76.573,1019.1,5.9162,12.035,5.8567,11.22,64.219,0.10887,0,0,5,1265,339,611,0,0,0,0,0,876,225,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1uwt,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,5.97,94.311,997.31,6.798,0,8.1941,7.114,21.779,0.70091,0,0.68965,1,1118,288,380,4,368,95,125,1,890,223,305,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1uwu,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.98,95.241,990.81,8.8699,0,9.5862,7.5128,23.94,0,0,0,2,1096,284,384,3,373,95,127,1,883,218,298,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ux7,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,3,54.096,681.17,2.5611,0,3.0527,15.745,106.02,0.011699,0,0,3,758,173,443,0,0,0,0,0,605,140,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1uxa,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,2.3,78.15,1059.5,6.0696,13.704,2.1683,60.806,375.87,2.2898,0,3.0079,8,1364,315,887,0,108,27,66,0,980,216,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1uxb,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,2.15,79.113,1091.1,5.9237,14.089,2.1184,62.282,371.92,3.9943,0,4.3106,8,1389,315,894,0,111,27,67,0,1009,219,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1uz1,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.89,79.188,816.65,5.8388,4.4869,9.128,4.8528,11.159,0,0,0,1,1057,287,380,6,170,48,62,1,668,180,237,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1uz4,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.4,68.674,778.73,4.4923,6.7616,7.3202,5.3299,11.206,0,0,0,1,1102,313,348,6,192,54,59,1,698,197,220,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1uz8,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.96,93.143,1525,2.9675,13.133,6.3134,84.057,547.82,1.7661,0,0,9,2841,638,804,4,126,28,32,0,1983,441,554,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1v0k,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.1,126.38,1250.3,120.65,0,5.4773,12.826,88.831,0,0,0,2,1244,386,844,0,132,37,85,0,831,261,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1v0l,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.55,97.455,1115.3,6.4443,5.9991,8.1889,12.067,76.55,0,0,0,2,1272,392,781,0,141,44,78,0,706,224,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1v11,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.98,167.42,1712.4,10.05,26.893,9.2533,24.41,169.17,1.2484,4,0,8,2047,539,890,18,704,186,291,5,1065,319,500,14,0,0,0,0,310,95,147,4,160,48,76,1,0,0,0,0,0,0,0,0,0,0,0,0
1v16,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,3.87,166.21,1720.7,9.8411,26.732,9.661,24.106,167.75,1.5263,3.8924,0,8,2071,554,863,23,710,186,281,8,1089,342,481,14,0,0,0,0,315,100,143,4,165,52,73,2,0,0,0,0,0,0,0,0,0,0,0,0
1v1j,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.82,74.275,993.27,4.3468,7.3912,9.0322,6.1922,23.275,0,1.7513,0,0,1265,371,428,1,0,0,0,0,830,258,289,2,158,48,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1v1m,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.94,167.42,1746.1,10.675,26.803,9.7559,24.052,167.85,1.381,4,0,8,2105,572,908,25,719,190,292,8,1071,338,503,14,0,0,0,0,311,100,147,4,167,51,77,2,0,0,0,0,0,0,0,0,0,0,0,0
1v2j,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.25,63.726,606.91,2.7449,3.6641,0,0.87355,5.9134,0,0,0,0,907,239,338,14,250,71,93,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1v2k,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.19,145.55,1641.9,2.8079,41.86,0,19.918,288.5,0.17568,11.536,0,5,2978,757,1268,58,401,107,176,7,286,81,130,6,0,0,0,0,0,0,0,0,112,29,49,2,168,39,61,4,0,0,0,0,0,0,0,0
1v2l,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.29,63.319,626.78,2.221,6.0295,0,0.91588,5.8647,0,0,0,0,942,239,370,14,259,70,102,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1v2n,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.9,111.02,1410.4,3.7156,42.973,0.23026,19.876,217.39,1.9384,31.385,0,2,2588,653,1001,85,477,117,175,7,125,33,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1v2o,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,4.73,83.979,1113.5,4.7879,5.2388,1.6404,29.215,263.97,1.2306,1.8479,0,9,1956,506,828,32,474,132,203,8,376,110,177,10,0,0,0,0,0,0,0,0,59,16,26,2,0,0,0,0,0,0,0,0,0,0,0,0
1v2q,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,4.13,78.82,1047.1,4.597,7.073,1.7151,28.782,266.06,1.1278,1.8282,0,9,1973,526,708,31,475,131,175,8,386,114,143,9,0,0,0,0,0,0,0,0,60,15,21,2,0,0,0,0,0,0,0,0,0,0,0,0
1v2r,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.55,81.375,1090.5,4.3091,5.3089,1.8217,28.899,250.72,1.1245,1.8413,0,9,1950,551,729,29,466,137,182,8,376,124,151,10,0,0,0,0,0,0,0,0,63,20,24,2,0,0,0,0,0,0,0,0,0,0,0,0
1v2s,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.17,65.82,624.29,2.3791,4.9051,0,0.88196,5.9232,0,0,0,0,905,237,355,14,253,70,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1v2t,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.71,76.286,1066.3,3.648,4.9283,1.8652,27.408,249.55,1.2049,1.8478,0,9,1978,511,739,29,472,127,185,8,389,109,156,10,0,0,0,0,0,0,0,0,62,16,22,2,0,0,0,0,0,0,0,0,0,0,0,0
1v2u,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.37,66.876,621.91,2.8603,5.5226,0,0.84576,5.9499,0,0,0,0,908,238,374,14,249,70,102,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1v2w,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.01,81.06,1044.5,4.1369,5.3737,1.7937,28.851,267.06,1.2566,1.8395,0,9,1842,509,725,32,439,130,182,8,355,111,147,10,0,0,0,0,0,0,0,0,51,14,21,2,0,0,0,0,0,0,0,0,0,0,0,0
1v48,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,7.8,117.31,1410.8,6.553,6.6127,6.8158,8.696,117.64,0.0022019,2.4262,0,6,1580,404,633,25,757,187,301,15,584,151,209,11,315,84,111,6,159,42,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1v7a,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,8.01,113.72,1511.8,5.5872,37.415,3.0204,31.609,238.5,1.5282,14.261,0,6,3221,769,1089,66,532,138,171,11,512,127,170,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1vfn,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,5.6,62.973,694.12,3.8835,0,2.8606,3.6272,3.5905,0,0,0,0,773,189,300,10,608,150,239,8,141,35,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1vj9,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,7.55,124.2,1882.7,6.5075,14.083,4.4686,47.489,544.77,1.686,4.1869,0,14,3263,962,1269,78,669,186,258,14,675,201,260,17,0,0,0,0,0,0,0,0,110,35,41,2,0,0,0,0,0,0,0,0,0,0,0,0
1vja,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,7.7,131.6,1703.9,8.2661,9.545,4.7609,43.656,443.17,1.5211,5.8627,1.2124,11,2708,770,1047,63,678,190,259,14,674,200,264,17,0,0,0,0,0,0,0,0,112,36,43,2,0,0,0,0,0,0,0,0,0,0,0,0
1vjc,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,3.58,100.71,1434.9,7.3109,0,5.1104,27.952,266.15,0.91376,0,0,8,1383,309,514,21,736,161,253,14,1182,311,500,11,0,0,0,0,247,72,111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1vjd,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,3.54,141.14,1681.9,10.879,0,7.2907,22.417,273.06,1.7668,0,0,8,1452,329,490,29,756,162,244,16,1647,439,589,26,0,0,0,0,386,108,138,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1vkj,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,4.85,136.81,1713.1,11.041,0,8.6112,19.933,252.37,2.7298,0,1.9755,6,1779,554,557,22,887,256,272,15,1562,515,516,5,0,0,0,0,312,103,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1vot,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,6.6,76.518,1315.1,1.9131,53.131,1.3205,19.389,67.708,0.62189,28.689,0,0,3208,607,979,19,425,78,135,3,194,41,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1vso,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,4.72,101.26,1180.3,8.742,20.934,7.8132,13.836,147.44,0.49513,4.6901,0,6,1624,381,822,40,292,72,155,6,915,206,499,13,0,0,0,0,119,30,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1vwl,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,5.63,108.07,1890.8,4.187,32.498,1.8794,132.69,1092.3,16.794,3.0455,6.8665,12,3734,982,1444,0,1257,317,471,0,1010,256,380,0,0,0,0,0,0,0,0,0,32,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1vwn,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,5.82,115.77,1962.5,6.8689,66.158,3.1058,192.56,1121.2,17.153,31.658,7.1306,9,4276,1091,1400,0,1212,306,397,0,1096,278,351,0,0,0,0,0,0,0,0,0,164,48,51,0,0,0,0,0,0,0,0,0,0,0,0,0
1vyf,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.05,55.013,1231.3,2.5707,54.335,2.5949,17.392,154.01,0.84134,34.81,0,14,3024,785,1160,37,0,0,0,0,349,88,123,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1vyg,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8,84.6,1478,5.0595,79.426,2.3749,11.684,175.95,0.15792,33.88,0,13,3298,902,1214,38,0,0,0,0,351,88,118,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1vyq,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,5.3,85.917,1459.7,2.2038,52.702,2.2645,74.615,447.27,5.3273,64.931,0,5.5,3291,828,1156,0,333,77,108,0,572,136,193,0,94,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1vzq,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,7.44,156.07,2014.5,8.242,30.81,2.007,39.035,306.74,1.6845,10.774,0,3,3562,891,1564,85,590,152,274,16,696,172,286,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w0y,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,6.42,137.45,1637.3,5.0327,26.195,0.9715,33.331,366.72,2.7794,17.148,0,9,2749,800,1270,90,534,153,235,14,420,126,195,15,0,0,0,0,0,0,0,0,85,29,48,4,0,0,0,0,0,0,0,0,0,0,0,0
1w0z,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,7.68,107.42,1494.4,5.9634,5.5184,5.0039,36.382,340.86,1.4633,5.2887,0.61536,12,2474,693,887,58,687,190,247,14,561,164,210,13,0,0,0,0,0,0,0,0,107,33,37,2,0,0,0,0,0,0,0,0,0,0,0,0
1w11,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,8.22,137.32,1744,11.302,9.8888,5.3134,50.468,417.81,3.5203,7.5992,1.0452,11,2742,774,1158,65,667,187,283,14,575,169,250,13,0,0,0,0,0,0,0,0,112,36,48,2,0,0,0,0,0,0,0,0,0,0,0,0
1w13,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,8.7,126.1,1697,7.0673,9.8818,10.442,48.847,456.16,3.0747,9.1811,1.0647,12,2737,778,1019,63,861,235,307,16,570,169,214,13,0,0,0,0,0,0,0,0,112,36,43,2,0,0,0,0,0,0,0,0,0,0,0,0
1w1d,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,6.52,92.683,1121.5,10.698,0,6.8256,56.332,278.15,5.2261,0,0,8,505,183,288,0,0,0,0,0,1460,509,800,0,0,0,0,0,332,112,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w1g,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,7.68,75.068,1041,8.4404,0,7.0221,63.191,367.4,6.6462,0,0,12,612,226,278,0,0,0,0,0,1550,536,656,0,0,0,0,0,340,116,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w2g,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,4.57,93.399,1142.1,4.2791,19.419,2.9345,19.013,72.931,0.60596,1.8047,0,2,1847,472,590,10,408,104,121,2,876,234,280,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w3j,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.32,81.505,751.85,5.8997,0,8.8079,3.1844,6.5083,0,0,0,1,896,243,324,5,173,48,61,1,705,183,247,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w3k,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,4.3,108.3,1323.6,8.8514,0,11.295,23.184,141.1,0.43036,0,0.18477,4,1696,457,804,0,161,46,66,0,1338,361,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w3l,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,6.28,174.76,1854.1,43.293,0,13.595,45.349,300.87,0.62642,0,0.35026,7,2244,582,1393,0,161,46,74,0,1749,458,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w4o,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,5.22,71.915,1045.3,6.9099,2.286,6.6233,17.236,135.6,0.36882,0,0,4,1136,309,345,16,290,72,82,4,1060,301,329,10,0,0,0,0,119,38,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w4p,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.74,70.579,1029.8,5.088,2.8,5.1799,14.25,126.18,0.69266,1.811,0,4,1021,282,386,14,250,65,91,4,874,263,323,10,0,0,0,0,112,37,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w4q,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.26,84.616,1123.3,7.0859,3.1931,6.2867,12.534,141.25,1.2839,0,0,4,1139,307,438,15,275,69,98,4,951,283,371,9,142,39,53,2,124,39,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w5v,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.15,207.5,2985.7,8.9453,102.23,8.885,98.8,674.31,2.4398,6.4405,2.6743,13,6105,1728,2350,8,348,98,146,0,1419,402,563,0,257,61,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w5w,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.8,199.87,3042.2,8.7039,101.07,9.7042,108.84,748.6,2.1767,8.0807,2.5392,13,6096,1727,2296,8,348,96,143,0,1424,401,546,0,523,152,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w5x,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.4,212.62,3110.9,9.6166,104.68,10.036,110.98,747.32,2.8036,8.3488,2.6638,13,6130,1738,2346,8,349,96,146,0,1429,406,561,0,563,153,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w5y,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.48,182.36,2963.3,8.2708,95.322,9.9478,115.91,754.16,2.5887,4.6184,2.5143,13,6109,1723,2237,7,349,96,140,0,1422,398,536,0,549,162,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w6y,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,5.36,46.825,1045.3,2.8214,47.18,2,6.9686,96.672,0.082034,26.299,0,0,2947,593,715,58,0,0,0,0,304,59,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w7g,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.1,123.43,1756.6,6.9913,27.216,2.819,41.805,392.08,1.297,2.1805,0,12,2787,705,1076,59,1082,263,409,27,363,92,144,8,377,88,148,2,0,0,0,0,113,30,42,2,0,0,0,0,0,0,0,0,0,0,0,0
1w7x,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,8.4,203.49,2280.2,7.3036,30.418,1.4452,60.531,496.17,3.704,37.959,0,10,3530,1048,2543,79,545,161,327,12,509,157,393,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w8l,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,0.49,39.271,552.35,4.5841,21.066,1,5.2939,7.8589,0,4.5541,0,1,1030,309,353,26,139,40,46,3,125,37,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w8m,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,1.6,50.853,617.04,1.2978,10.794,1.6599,10.439,32.972,0.48686,0,0,4,970,291,384,20,110,33,44,1,375,112,138,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1w96,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.41,127.29,1879.2,3.571,56.831,4.2631,70.458,482.3,2.1993,37.156,1.9181,4,3970,1066,1489,63,0,0,0,0,1122,300,449,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
